Temperature,Humidity,Precipitation (%),UV Index,Pressure,hour_of_day,day_of_week,month,Condition,Target_Condition
20.97,48.67,40.72,2.55,1003.22,19,4,11,Sunny,Sunny
37.4,30.06,12.05,0.0,1027.4,3,3,3,Sunny,Sunny
30.81,57.46,24.99,2.85,1018.1,8,4,11,Sunny,Sunny
4.54,63.33,86.96,1.21,987.38,17,3,2,Rainy,Rainy
46.14,30.72,18.55,10.57,1022.38,13,5,6,Sunny,Sunny
11.04,53.03,28.84,3.53,1006.83,16,6,12,Cloudy,Cloudy
19.99,82.25,11.23,1.43,1003.93,18,3,3,Cloudy,Rainy
45.51,66.07,5.21,0.0,1004.58,3,0,5,Sunny,Sunny
37.69,39.51,5.74,6.57,1001.48,14,4,3,Sunny,Cloudy
40.03,68.76,41.57,8.07,1015.68,10,6,3,Sunny,Rainy
39.27,55.92,41.63,4.8,1008.39,9,0,3,Sunny,Sunny
34.0,63.11,64.3,0.66,995.6,7,6,4,Cloudy,Cloudy
5.55,67.78,52.19,0.28,1009.08,16,5,1,Rainy,Cloudy
32.95,71.25,12.25,6.55,1026.47,12,6,10,Sunny,Sunny
7.21,86.34,70.49,0.0,988.71,6,6,1,Rainy,Rainy
41.03,72.58,32.71,6.76,1022.36,14,2,8,Sunny,Cloudy
15.8,97.7,94.76,0.32,976.87,7,1,9,Rainy,Rainy
37.72,39.51,25.96,7.32,1026.47,9,6,11,Sunny,Sunny
42.23,70.6,9.95,0.0,1016.65,1,3,8,Sunny,Sunny
9.05,85.26,62.11,0.0,1006.56,4,5,10,Rainy,Cloudy
17.02,59.08,65.56,4.76,1000.74,16,3,11,Cloudy,Rainy
10.52,92.84,40.65,0.74,1006.05,14,6,9,Rainy,Sunny
40.86,63.0,28.3,7.01,1018.67,17,0,5,Sunny,Sunny
33.86,48.22,5.7,5.77,1024.13,10,3,1,Sunny,Rainy
38.07,46.49,36.7,6.43,1010.48,13,0,2,Sunny,Sunny
9.09,72.94,48.42,0.58,1000.47,8,5,11,Rainy,Rainy
24.42,68.16,34.48,0.0,1021.56,1,1,9,Cloudy,Cloudy
29.89,30.22,28.87,9.16,1018.29,11,1,1,Sunny,Sunny
43.71,45.5,25.13,8.0,1023.87,15,6,5,Sunny,Sunny
22.92,71.05,35.45,3.99,1009.09,9,2,10,Cloudy,Cloudy
39.14,55.6,13.87,6.39,1020.05,16,0,5,Sunny,Sunny
26.92,37.06,17.58,7.66,1001.35,16,2,11,Sunny,Sunny
33.61,82.65,67.74,5.76,998.47,13,6,7,Cloudy,Cloudy
28.79,47.55,55.78,3.71,1000.36,14,5,4,Cloudy,Sunny
26.37,76.55,62.31,2.7,997.61,15,6,4,Cloudy,Cloudy
21.76,78.07,31.34,1.35,1020.72,19,3,9,Cloudy,Rainy
29.93,38.89,9.57,4.46,1003.95,8,3,12,Sunny,Cloudy
12.29,81.48,62.24,0.0,1005.34,22,1,10,Cloudy,Sunny
40.44,73.28,0.53,0.0,1011.41,22,1,5,Sunny,Sunny
19.89,75.81,77.19,1.3,1010.23,13,0,4,Rainy,Rainy
9.52,82.73,28.25,1.21,981.34,17,2,9,Rainy,Rainy
18.95,72.41,61.3,0.0,994.85,16,3,6,Rainy,Rainy
32.08,32.67,30.5,0.0,1021.5,6,1,1,Sunny,Cloudy
17.27,89.84,99.91,1.51,986.88,13,6,4,Rainy,Cloudy
40.06,45.17,41.66,3.37,1017.71,8,5,3,Sunny,Sunny
9.72,72.76,57.87,0.78,996.1,15,6,3,Rainy,Rainy
35.08,62.35,17.49,3.46,1004.31,15,2,5,Cloudy,Cloudy
7.64,50.95,51.1,2.41,1021.6,14,2,1,Cloudy,Sunny
6.43,87.18,52.15,0.0,998.11,23,3,2,Rainy,Cloudy
27.63,42.77,15.93,4.15,1029.7,17,1,10,Sunny,Cloudy
42.93,49.0,7.43,2.04,1023.33,7,5,8,Sunny,Sunny
8.28,86.39,38.09,0.58,994.55,11,6,2,Rainy,Rainy
26.93,89.57,81.54,0.0,1001.19,6,5,6,Rainy,Rainy
11.06,93.22,38.78,0.0,979.99,6,6,2,Rainy,Rainy
17.41,55.29,32.6,2.93,998.66,10,6,12,Cloudy,Rainy
25.17,49.93,13.48,5.98,1012.36,13,5,3,Cloudy,Cloudy
2.07,91.95,58.2,0.75,1006.59,18,0,11,Rainy,Rainy
17.99,82.17,55.39,2.14,1015.15,18,3,10,Cloudy,Sunny
6.61,73.32,63.23,0.0,985.98,21,3,9,Rainy,Sunny
18.59,41.42,13.35,0.0,1017.88,22,1,12,Sunny,Cloudy
17.88,69.7,48.4,3.87,1019.53,15,0,1,Cloudy,Cloudy
40.16,27.74,13.07,5.76,1010.3,15,4,4,Sunny,Rainy
-3.35,89.16,40.07,0.02,994.78,18,4,11,Rainy,Rainy
46.12,43.55,4.1,2.81,1022.11,8,4,8,Sunny,Cloudy
10.36,81.17,78.32,0.0,996.84,6,6,12,Rainy,Cloudy
2.62,77.79,94.01,0.11,993.03,19,5,2,Rainy,Rainy
21.27,31.55,24.54,0.0,1012.23,22,6,12,Sunny,Sunny
7.84,67.58,74.09,0.0,999.72,22,5,3,Rainy,Rainy
16.91,79.95,32.99,5.11,998.18,12,6,12,Cloudy,Cloudy
33.8,73.08,15.21,4.94,1019.88,8,5,2,Sunny,Cloudy
9.49,63.78,44.21,1.43,990.3,10,1,2,Rainy,Rainy
20.66,60.21,74.63,0.0,992.28,2,2,5,Rainy,Rainy
25.49,64.18,12.99,0.89,1001.77,7,3,12,Cloudy,Cloudy
40.48,46.71,8.87,0.0,1024.67,1,6,5,Sunny,Cloudy
28.23,24.87,39.68,11.55,1019.39,14,4,11,Sunny,Sunny
43.63,28.24,28.13,6.23,1012.82,11,4,8,Sunny,Sunny
22.39,79.83,43.19,1.2,1006.98,12,3,4,Rainy,Rainy
7.88,68.52,28.5,0.38,982.37,10,6,2,Rainy,Rainy
38.67,70.66,16.51,0.0,1019.37,6,3,9,Sunny,Rainy
30.74,75.22,36.59,5.23,1002.39,11,0,7,Cloudy,Cloudy
36.31,45.09,10.91,4.35,1002.51,9,4,10,Sunny,Sunny
22.67,85.27,10.42,1.61,1021.83,16,2,10,Cloudy,Sunny
5.44,93.35,49.38,0.9,973.97,9,5,1,Rainy,Cloudy
44.39,74.83,33.11,10.88,1014.74,13,1,8,Sunny,Sunny
1.98,71.83,99.67,0.0,986.87,0,0,10,Rainy,Rainy
36.17,30.6,1.18,4.57,1029.41,8,6,11,Sunny,Cloudy
13.11,96.44,84.76,0.5,990.33,9,4,3,Rainy,Sunny
38.8,63.88,22.38,4.31,1024.94,9,5,3,Sunny,Sunny
12.25,78.99,66.59,0.0,1011.22,1,4,9,Rainy,Cloudy
15.75,65.0,11.81,4.66,1011.5,13,6,12,Cloudy,Cloudy
13.28,64.31,30.11,2.34,1006.96,17,5,12,Cloudy,Rainy
34.67,29.14,6.31,5.02,1002.69,9,3,11,Sunny,Cloudy
7.51,93.81,60.34,1.06,991.94,14,0,2,Rainy,Cloudy
27.46,45.7,42.72,0.0,1022.82,20,3,5,Cloudy,Cloudy
20.58,84.55,51.43,0.0,991.3,5,5,6,Rainy,Rainy
48.01,25.09,27.72,8.67,1018.66,15,0,6,Sunny,Sunny
15.95,64.0,32.87,2.5,1007.68,15,5,2,Cloudy,Cloudy
19.73,82.77,53.75,1.6,1004.69,15,6,7,Rainy,Sunny
10.12,79.65,35.17,0.63,978.61,18,6,8,Rainy,Sunny
31.78,40.55,16.58,0.0,1022.28,22,1,9,Sunny,Sunny
30.28,72.6,17.5,7.55,1005.1,13,0,1,Sunny,Sunny
26.0,65.42,57.74,0.34,1001.62,7,4,6,Rainy,Rainy
42.18,65.85,5.18,10.09,1013.69,13,0,5,Sunny,Sunny
22.24,74.2,61.85,0.44,975.61,7,5,6,Rainy,Sunny
24.0,76.24,32.7,0.0,1000.87,23,3,3,Cloudy,Cloudy
45.08,30.48,3.37,0.0,1021.55,2,1,5,Sunny,Sunny
9.75,77.61,61.64,0.61,977.98,14,3,10,Rainy,Cloudy
13.96,57.67,46.5,4.36,1004.78,15,1,11,Cloudy,Cloudy
13.01,56.76,68.73,2.68,1000.94,13,5,12,Cloudy,Cloudy
19.8,94.61,32.79,0.0,1010.95,2,5,5,Rainy,Rainy
1.12,58.88,84.54,0.06,1008.6,17,2,1,Rainy,Cloudy
2.56,83.79,81.72,0.0,1005.55,4,4,11,Rainy,Sunny
16.77,46.14,47.59,0.63,1014.79,19,3,2,Cloudy,Cloudy
5.71,94.27,66.16,0.0,1007.5,1,6,11,Rainy,Rainy
25.38,57.82,24.78,3.8,1012.44,12,6,3,Cloudy,Sunny
14.9,56.49,66.79,5.78,1012.22,12,2,1,Cloudy,Rainy
36.18,20.16,20.52,5.69,1017.65,10,5,10,Sunny,Rainy
34.58,63.75,37.53,0.0,1015.3,6,6,10,Sunny,Sunny
32.03,48.16,14.91,5.09,1016.22,18,0,3,Sunny,Rainy
21.1,58.46,77.86,1.78,977.79,11,4,7,Rainy,Cloudy
44.96,59.3,11.96,7.73,1022.82,12,3,8,Sunny,Sunny
10.86,64.18,34.79,3.81,1016.03,17,3,11,Cloudy,Cloudy
37.43,21.01,0.88,2.21,1004.42,19,6,4,Sunny,Rainy
25.19,72.23,23.85,10.82,1005.79,14,4,12,Sunny,Rainy
27.38,24.64,30.7,5.55,1011.71,11,6,12,Sunny,Sunny
39.97,57.67,29.22,2.5,1018.92,10,5,7,Cloudy,Rainy
34.7,32.95,31.17,4.13,1003.12,9,3,12,Sunny,Sunny
25.86,33.86,16.97,1.97,1024.39,19,3,11,Sunny,Rainy
10.17,81.42,95.16,0.45,1009.27,8,6,2,Rainy,Cloudy
31.01,56.67,2.36,0.0,1022.74,3,4,1,Sunny,Cloudy
49.28,53.65,35.15,5.01,1002.78,9,3,8,Sunny,Cloudy
24.84,64.32,79.3,0.24,1009.96,9,3,8,Rainy,Rainy
29.25,69.47,38.3,1.88,1023.28,19,3,3,Sunny,Cloudy
36.98,21.45,38.55,6.58,1005.98,9,0,9,Sunny,Sunny
17.21,95.48,37.95,1.26,998.45,13,3,8,Rainy,Sunny
14.68,57.6,13.69,1.43,1015.25,19,0,1,Cloudy,Cloudy
-5.34,97.45,97.3,1.12,990.88,16,6,12,Rainy,Rainy
20.9,59.1,67.76,2.28,1021.85,17,4,3,Cloudy,Cloudy
32.48,47.68,40.39,0.0,1009.25,0,4,3,Sunny,Rainy
25.61,32.85,22.97,6.33,1006.43,16,1,1,Sunny,Sunny
40.47,71.46,22.23,0.0,1001.29,3,5,3,Sunny,Sunny
19.34,97.72,47.24,0.3,1002.09,17,1,6,Rainy,Rainy
25.38,44.36,27.33,0.0,999.37,20,4,8,Cloudy,Cloudy
20.65,81.68,57.86,3.62,1003.16,14,5,10,Cloudy,Cloudy
20.93,60.65,85.73,0.13,999.28,13,6,6,Rainy,Sunny
7.63,96.98,45.41,0.57,1001.84,17,1,3,Rainy,Sunny
1.39,62.17,88.07,0.4,1012.35,17,3,12,Rainy,Rainy
43.19,30.69,20.47,4.39,1025.72,17,5,5,Sunny,Sunny
41.46,51.02,64.51,4.81,1002.59,12,4,5,Cloudy,Sunny
17.86,57.89,15.96,0.47,1020.11,7,6,1,Cloudy,Cloudy
39.27,74.9,26.67,0.0,1026.33,5,6,9,Sunny,Rainy
38.41,41.36,19.46,6.49,1003.14,16,4,4,Sunny,Sunny
4.17,91.93,56.47,0.21,992.04,18,4,11,Rainy,Rainy
26.52,79.3,38.21,0.0,991.99,6,2,5,Rainy,Rainy
27.02,79.18,25.93,2.58,1021.75,8,0,11,Cloudy,Sunny
18.67,69.26,71.16,2.35,999.8,17,2,2,Cloudy,Cloudy
50.0,72.78,41.5,4.78,1027.87,9,5,6,Sunny,Cloudy
5.09,78.46,76.85,1.23,1010.43,13,4,1,Rainy,Sunny
-0.62,85.82,89.19,0.3,1008.81,19,2,1,Rainy,Cloudy
27.3,54.0,18.39,6.23,1021.32,13,4,3,Cloudy,Sunny
37.99,25.92,19.31,9.24,1022.03,12,1,9,Sunny,Cloudy
43.75,68.33,40.03,0.0,1002.13,3,3,7,Sunny,Sunny
29.62,51.97,46.04,3.1,1012.6,10,4,9,Cloudy,Cloudy
30.52,75.9,29.87,5.3,1004.78,11,1,8,Cloudy,Rainy
16.9,72.26,33.93,0.68,993.81,9,3,9,Rainy,Rainy
20.94,98.52,49.41,0.81,990.08,16,3,5,Rainy,Rainy
38.19,59.53,11.07,2.14,996.73,9,4,6,Cloudy,Cloudy
22.49,79.45,92.51,1.44,1009.33,12,2,5,Rainy,Rainy
4.46,58.31,74.89,1.72,978.34,15,3,10,Rainy,Rainy
43.9,53.7,36.88,0.0,1019.24,6,0,7,Sunny,Sunny
26.6,63.36,14.1,0.0,1001.09,0,6,1,Sunny,Rainy
40.08,73.48,41.81,0.0,1005.33,22,5,5,Sunny,Sunny
10.29,69.92,40.31,0.16,981.82,15,3,9,Rainy,Sunny
10.39,78.79,79.26,0.18,1005.23,18,6,4,Rainy,Rainy
38.43,41.72,21.13,6.05,1021.25,17,1,5,Sunny,Sunny
40.59,62.33,27.94,6.66,1023.57,16,5,8,Sunny,Sunny
17.27,82.47,88.54,0.98,993.53,16,4,6,Rainy,Rainy
31.15,71.1,1.89,4.34,1018.88,18,1,3,Sunny,Sunny
25.18,52.28,16.85,2.9,1006.53,18,0,1,Sunny,Sunny
27.29,55.4,47.46,2.67,1009.57,9,6,4,Cloudy,Rainy
33.64,55.57,15.5,0.0,1012.43,3,6,4,Cloudy,Cloudy
4.58,94.31,45.47,0.34,996.03,18,4,10,Rainy,Sunny
33.13,67.48,3.79,1.46,1007.85,7,1,12,Sunny,Sunny
24.25,86.4,57.67,3.32,1008.05,17,3,4,Cloudy,Cloudy
17.3,67.92,64.96,0.51,999.1,17,4,5,Rainy,Rainy
10.3,96.08,33.3,0.51,999.31,10,3,1,Rainy,Cloudy
30.36,55.08,8.93,10.39,1011.87,12,3,12,Sunny,Sunny
14.39,67.91,78.81,0.0,1008.8,22,4,6,Rainy,Rainy
31.08,44.41,60.1,4.7,1012.4,10,6,8,Cloudy,Cloudy
28.7,59.62,67.48,0.0,1017.33,21,5,7,Cloudy,Cloudy
14.61,62.27,97.75,0.22,1011.23,11,0,3,Rainy,Sunny
21.37,73.79,3.59,6.21,1021.95,16,3,12,Sunny,Sunny
19.92,68.57,71.34,0.0,1016.21,21,6,4,Cloudy,Sunny
15.51,81.9,80.14,0.3,1009.36,10,3,9,Rainy,Rainy
24.44,87.7,41.01,4.59,1022.84,11,4,2,Cloudy,Cloudy
23.72,61.37,33.71,0.48,1017.44,19,2,4,Cloudy,Cloudy
27.56,68.17,46.78,0.0,999.25,1,4,6,Cloudy,Rainy
24.18,70.38,29.02,5.31,1006.55,13,1,9,Cloudy,Cloudy
9.48,80.33,67.61,0.21,999.12,9,6,12,Rainy,Sunny
25.47,42.92,2.76,4.88,1028.4,17,1,11,Sunny,Sunny
6.99,84.83,39.47,0.07,976.5,16,4,10,Rainy,Rainy
38.97,87.99,46.18,1.0,1001.06,8,1,5,Cloudy,Cloudy
23.79,62.59,62.24,0.64,996.2,19,1,7,Cloudy,Cloudy
12.96,70.66,75.78,0.0,993.45,6,4,3,Rainy,Rainy
10.47,71.99,93.71,0.0,995.99,22,2,9,Rainy,Rainy
31.17,47.81,10.07,0.0,1026.86,2,2,12,Sunny,Rainy
34.48,66.57,7.64,0.0,1009.12,4,5,3,Sunny,Sunny
36.84,58.12,28.66,1.48,1010.35,19,0,6,Sunny,Sunny
23.33,58.46,24.45,0.0,1006.75,22,3,11,Sunny,Sunny
12.47,58.77,58.52,0.43,1012.05,16,5,4,Rainy,Rainy
28.75,44.16,14.3,3.79,1016.41,10,3,8,Cloudy,Cloudy
15.45,80.8,68.92,5.65,1013.44,12,6,12,Cloudy,Rainy
33.35,73.53,16.39,5.75,1027.38,10,0,1,Sunny,Sunny
12.67,70.07,42.25,0.5,994.96,17,3,8,Rainy,Sunny
15.02,54.07,39.62,4.22,998.75,16,5,2,Cloudy,Cloudy
26.46,33.28,13.88,1.6,1014.76,19,3,2,Sunny,Sunny
28.31,46.75,1.41,0.0,1019.71,21,6,3,Sunny,Sunny
19.9,92.85,50.11,0.0,980.94,21,5,6,Rainy,Rainy
16.84,98.59,55.05,0.61,974.56,14,2,4,Rainy,Rainy
42.06,51.61,14.58,0.0,1006.69,21,1,5,Sunny,Cloudy
45.5,32.56,9.11,8.39,1001.18,12,4,5,Sunny,Rainy
10.53,77.5,39.5,1.42,1003.19,19,1,2,Cloudy,Rainy
34.48,26.66,19.46,10.76,1022.24,11,4,10,Sunny,Sunny
41.9,62.5,38.98,2.05,1010.54,7,1,3,Sunny,Sunny
40.49,68.46,33.49,6.09,1012.07,9,4,3,Sunny,Sunny
19.39,62.21,7.99,4.85,1005.43,18,6,11,Sunny,Sunny
44.15,64.25,13.5,4.84,1006.38,9,4,4,Sunny,Sunny
2.68,75.22,98.13,0.58,982.67,18,4,1,Rainy,Rainy
26.84,66.42,59.87,0.08,1012.72,9,2,7,Rainy,Rainy
34.62,46.32,54.55,0.0,1013.9,3,4,7,Cloudy,Cloudy
3.37,65.07,40.05,0.8,1007.77,18,3,12,Rainy,Cloudy
48.96,39.87,23.0,1.36,1006.31,7,5,4,Sunny,Sunny
33.73,25.47,41.59,7.34,1001.36,9,5,11,Sunny,Sunny
24.53,91.28,87.55,1.09,994.98,10,4,6,Rainy,Rainy
26.28,65.89,37.95,0.0,1028.39,0,6,12,Sunny,Rainy
12.35,94.96,87.73,0.0,999.39,4,1,3,Rainy,Cloudy
33.16,56.67,7.0,0.0,1022.83,6,6,1,Sunny,Sunny
7.76,93.06,63.18,1.46,994.82,10,0,1,Rainy,Rainy
12.52,88.96,55.24,0.07,1008.46,18,6,6,Rainy,Cloudy
44.78,45.36,16.03,0.0,1009.94,2,6,6,Sunny,Sunny
21.33,84.5,50.75,2.87,1008.1,13,6,11,Cloudy,Cloudy
47.61,65.52,15.6,0.0,1009.16,6,1,5,Sunny,Cloudy
16.42,84.92,12.29,2.42,996.29,16,1,10,Cloudy,Sunny
9.48,69.77,96.55,0.0,981.13,6,0,12,Rainy,Rainy
22.06,70.69,45.61,0.0,1003.26,5,0,2,Cloudy,Cloudy
9.45,96.59,59.04,0.04,977.33,8,4,1,Rainy,Sunny
31.3,43.03,25.83,5.96,1007.7,11,1,1,Sunny,Sunny
17.36,88.92,60.03,0.56,1012.22,8,3,3,Rainy,Rainy
4.63,94.04,33.79,0.25,1010.08,15,1,11,Rainy,Rainy
8.3,54.41,70.05,0.0,1019.69,20,4,12,Cloudy,Sunny
14.91,84.46,60.2,1.0,1012.66,19,5,1,Cloudy,Cloudy
-1.16,72.38,95.38,0.0,991.63,22,4,1,Rainy,Rainy
13.65,81.01,48.95,0.0,1004.68,1,1,1,Cloudy,Cloudy
24.74,44.88,59.67,0.71,997.6,7,2,2,Cloudy,Cloudy
27.79,85.67,34.11,3.42,1003.83,15,5,8,Cloudy,Cloudy
33.6,58.95,31.15,4.61,1009.1,8,3,11,Sunny,Sunny
15.9,62.28,76.49,0.19,983.82,7,4,9,Rainy,Rainy
17.8,76.41,83.55,0.0,1009.15,4,1,8,Rainy,Rainy
7.33,53.29,15.23,0.0,1002.85,22,3,2,Cloudy,Cloudy
29.15,61.72,5.33,8.45,1026.23,11,0,1,Sunny,Rainy
20.82,85.77,28.14,1.88,1003.41,14,0,4,Rainy,Cloudy
27.04,18.53,24.52,11.29,1026.25,12,5,12,Sunny,Sunny
40.96,60.16,37.81,3.67,1006.22,18,5,6,Sunny,Sunny
39.22,67.64,0.84,10.87,1002.62,12,5,3,Sunny,Cloudy
38.76,44.24,35.55,0.0,1015.88,3,1,6,Cloudy,Cloudy
41.47,22.09,29.66,2.22,1001.99,19,2,7,Sunny,Cloudy
18.23,97.32,55.69,1.87,1003.09,12,2,8,Rainy,Sunny
27.54,30.45,33.6,5.24,1015.57,16,5,1,Sunny,Rainy
6.02,89.97,85.18,0.46,1006.45,12,5,10,Rainy,Cloudy
31.3,82.85,59.64,2.11,1005.63,11,5,8,Cloudy,Cloudy
12.36,72.42,54.14,5.47,1006.03,14,3,1,Cloudy,Rainy
1.83,85.06,71.59,0.0,989.12,18,3,2,Rainy,Sunny
32.54,36.49,6.87,1.53,1002.73,19,4,4,Sunny,Sunny
22.64,46.87,58.62,5.63,1014.57,13,0,10,Cloudy,Cloudy
33.68,46.01,60.19,2.16,1022.76,11,3,7,Cloudy,Cloudy
35.26,38.12,26.31,1.98,1023.33,19,0,9,Sunny,Rainy
14.38,66.31,41.16,0.0,993.77,2,1,4,Rainy,Rainy
23.71,66.35,66.08,0.0,1008.58,2,1,3,Cloudy,Sunny
8.5,74.02,70.45,0.42,1000.55,18,3,9,Rainy,Rainy
19.35,53.6,38.72,4.78,1019.09,14,2,10,Cloudy,Sunny
18.93,59.76,22.56,0.0,1016.84,0,2,10,Cloudy,Sunny
24.61,57.64,8.16,3.78,1013.16,16,1,4,Cloudy,Rainy
4.53,87.01,97.41,0.78,1009.38,15,6,1,Rainy,Rainy
33.12,54.85,32.0,1.95,1007.7,7,3,2,Sunny,Rainy
13.04,47.35,34.28,5.87,1016.73,14,4,12,Cloudy,Cloudy
28.11,83.0,41.34,3.62,1022.27,12,3,7,Cloudy,Sunny
32.36,64.94,6.48,3.38,1010.69,18,3,3,Sunny,Sunny
8.86,89.05,70.67,0.0,1002.24,21,4,3,Rainy,Rainy
31.57,47.33,38.19,2.48,1008.39,19,1,9,Sunny,Sunny
15.82,77.94,87.06,0.38,979.16,19,0,5,Rainy,Rainy
44.26,29.7,27.8,11.11,1029.07,13,4,6,Sunny,Cloudy
35.34,56.15,38.47,5.68,1005.61,10,4,11,Sunny,Cloudy
22.98,97.62,63.01,0.0,1004.51,6,4,7,Rainy,Sunny
41.76,29.87,5.27,0.0,1006.5,6,0,8,Sunny,Sunny
17.87,87.88,38.98,0.52,1021.52,7,3,11,Cloudy,Cloudy
41.31,73.95,15.11,0.0,1011.66,2,1,4,Sunny,Rainy
41.33,50.14,51.6,3.57,1003.52,9,2,5,Cloudy,Sunny
50.0,58.28,25.88,0.0,1026.66,6,1,6,Sunny,Sunny
7.97,64.48,38.19,0.1,979.46,16,4,2,Rainy,Rainy
31.1,49.95,30.7,2.52,1000.69,18,4,7,Cloudy,Sunny
5.71,62.6,32.94,0.87,1002.4,12,3,12,Rainy,Rainy
30.74,69.53,40.51,0.65,1006.83,7,0,9,Cloudy,Cloudy
21.26,48.46,11.23,0.0,1010.68,1,2,9,Cloudy,Cloudy
15.18,90.24,51.23,0.45,1008.83,10,5,4,Rainy,Rainy
3.61,64.84,86.38,1.24,979.87,12,5,11,Rainy,Sunny
11.88,62.93,44.95,5.46,1010.15,12,6,12,Cloudy,Cloudy
25.98,97.22,97.55,1.35,995.83,13,5,6,Rainy,Sunny
38.47,49.83,10.51,9.03,1006.98,16,6,7,Sunny,Sunny
31.47,68.33,18.83,8.28,1026.14,12,6,1,Sunny,Sunny
48.87,47.47,24.74,7.84,1026.8,12,2,5,Sunny,Sunny
10.52,78.98,50.89,1.37,1002.46,18,6,11,Cloudy,Cloudy
22.3,75.03,13.55,0.0,1004.34,6,5,10,Cloudy,Cloudy
6.36,87.81,29.62,0.23,974.41,13,0,2,Rainy,Cloudy
10.87,55.34,41.81,1.71,1014.79,17,0,1,Cloudy,Cloudy
18.73,83.99,51.5,3.18,1015.41,16,3,10,Cloudy,Cloudy
10.68,74.71,59.26,0.88,1008.41,13,6,3,Rainy,Rainy
46.53,67.44,2.6,11.16,1009.85,14,6,6,Sunny,Cloudy
13.11,61.29,93.33,0.0,1011.23,22,3,5,Rainy,Rainy
10.83,88.09,51.69,0.0,1001.93,0,2,8,Rainy,Rainy
22.32,76.87,35.9,2.61,1016.29,8,6,10,Cloudy,Sunny
25.65,47.39,28.92,0.97,1022.31,19,0,5,Cloudy,Cloudy
6.97,95.51,34.38,0.1,1006.24,7,3,1,Rainy,Rainy
1.55,94.4,35.13,0.34,1000.58,17,5,2,Rainy,Rainy
34.75,24.11,31.93,2.41,1021.71,19,5,5,Sunny,Sunny
17.91,92.17,50.11,0.35,1002.2,10,0,8,Rainy,Cloudy
-1.28,77.58,36.51,0.14,1002.02,19,0,12,Rainy,Rainy
22.03,74.48,17.33,0.0,1002.39,6,6,9,Cloudy,Cloudy
37.96,58.39,13.16,0.0,1022.22,6,6,4,Cloudy,Rainy
17.73,69.16,13.07,0.0,1008.42,5,3,11,Cloudy,Cloudy
27.81,61.53,67.66,3.51,1002.97,14,0,7,Cloudy,Sunny
33.05,47.18,41.84,3.54,1022.51,8,4,12,Sunny,Sunny
26.59,35.97,37.92,0.0,1007.79,1,4,11,Sunny,Sunny
49.39,52.66,35.5,8.38,1027.62,12,0,6,Sunny,Sunny
16.14,59.02,62.28,5.62,997.04,15,5,2,Cloudy,Rainy
43.99,46.93,32.9,0.0,1008.74,23,6,6,Sunny,Sunny
11.56,85.84,60.37,0.0,1001.64,1,1,12,Cloudy,Cloudy
36.3,82.94,36.79,3.2,1021.81,10,4,8,Cloudy,Cloudy
9.63,98.0,40.9,0.0,983.08,6,4,2,Rainy,Cloudy
9.36,72.68,78.08,1.3,988.52,16,1,3,Rainy,Rainy
6.71,98.54,44.8,0.05,1010.15,13,0,9,Rainy,Rainy
27.68,75.92,10.19,0.56,1009.77,19,2,7,Cloudy,Cloudy
4.86,89.3,69.44,1.31,992.7,14,5,12,Rainy,Rainy
8.03,67.76,32.5,0.39,1005.72,7,5,11,Rainy,Rainy
24.49,76.73,57.83,1.19,978.28,10,4,5,Rainy,Sunny
46.17,29.59,28.87,10.43,1003.82,15,3,7,Sunny,Sunny
9.62,81.8,45.05,0.69,982.0,17,3,3,Rainy,Rainy
27.3,48.02,69.86,2.69,1005.04,17,4,4,Cloudy,Cloudy
28.61,58.79,6.95,7.22,1021.42,10,2,1,Sunny,Sunny
28.3,77.17,41.39,0.88,1010.17,8,4,2,Cloudy,Cloudy
42.99,72.29,16.45,5.85,1028.77,14,0,7,Sunny,Sunny
41.34,66.33,10.56,10.18,1024.27,15,1,7,Sunny,Cloudy
20.61,71.53,59.85,1.34,1003.48,19,6,8,Cloudy,Cloudy
43.2,30.53,27.3,7.23,1027.23,10,4,9,Sunny,Sunny
19.3,74.77,35.09,0.0,1003.82,0,2,10,Cloudy,Cloudy
13.8,71.61,39.24,1.29,1019.14,18,0,10,Cloudy,Sunny
17.27,75.5,40.52,1.37,980.31,15,6,8,Rainy,Cloudy
30.5,21.43,3.42,7.2,1019.65,16,1,10,Sunny,Sunny
29.57,47.44,8.22,1.85,995.44,15,3,4,Cloudy,Sunny
-1.43,85.63,71.84,0.8,1006.98,17,0,12,Rainy,Cloudy
23.63,66.79,55.47,2.42,1005.78,17,2,4,Cloudy,Cloudy
16.62,80.78,52.19,4.48,1022.7,13,6,1,Cloudy,Cloudy
41.12,56.21,5.32,4.69,1011.05,8,2,9,Sunny,Sunny
20.56,81.1,53.91,0.0,1013.63,6,0,2,Cloudy,Cloudy
17.78,85.3,36.71,0.72,1010.74,16,2,5,Rainy,Rainy
12.09,84.14,94.62,0.0,1008.99,5,3,2,Rainy,Rainy
25.16,19.36,32.28,1.78,1010.58,19,0,11,Sunny,Sunny
0.32,61.53,81.46,0.0,996.54,21,5,12,Rainy,Rainy
18.61,71.27,59.59,1.88,1004.49,8,6,12,Cloudy,Rainy
2.84,84.77,75.56,1.3,1000.86,15,2,1,Rainy,Rainy
15.71,90.42,50.06,0.75,1008.34,8,3,3,Rainy,Sunny
38.35,64.15,47.02,0.54,995.13,7,5,6,Cloudy,Cloudy
35.7,51.78,20.69,2.96,1000.4,11,4,4,Cloudy,Cloudy
