Temperature,Humidity,Precipitation (%),UV Index,Pressure,hour_of_day,day_of_week,month,Condition,Target_Condition
43.11,40.83,2.73,0.0,1028.6,23,4,7,Sunny,Sunny
27.98,50.28,17.37,4.86,1029.31,15,3,11,Sunny,Sunny
18.71,75.68,29.23,1.1,1018.23,9,5,12,Cloudy,Rainy
30.38,70.4,41.73,0.0,1000.48,0,2,6,Cloudy,Cloudy
46.12,37.28,0.33,7.95,1008.13,15,6,8,Sunny,Sunny
0.52,70.73,61.46,0.02,987.61,18,3,11,Rainy,Rainy
27.24,43.08,17.25,1.09,1008.99,8,0,9,Cloudy,Sunny
35.85,74.42,27.37,3.12,1018.78,10,2,6,Cloudy,Cloudy
49.53,32.43,19.88,5.59,1020.44,11,0,8,Sunny,Cloudy
35.0,51.64,9.83,5.08,1009.33,17,2,9,Sunny,Sunny
31.24,51.89,17.05,7.78,1028.52,10,0,11,Sunny,Sunny
15.53,75.94,17.84,0.0,1013.33,22,1,10,Cloudy,Rainy
31.86,63.36,25.17,0.0,1017.62,23,3,6,Cloudy,Cloudy
12.43,72.82,13.2,2.82,1004.56,15,6,11,Cloudy,Cloudy
23.78,71.15,9.74,3.38,1007.36,16,3,9,Cloudy,Cloudy
14.13,69.37,35.08,3.18,998.69,12,4,1,Cloudy,Rainy
48.75,29.5,14.26,3.95,1025.06,10,2,6,Sunny,Sunny
48.85,13.35,16.77,0.0,1006.14,3,2,7,Sunny,Sunny
9.8,68.1,75.56,0.87,991.73,10,1,2,Rainy,Cloudy
7.29,72.53,42.98,0.94,992.6,16,0,3,Rainy,Sunny
15.94,91.35,71.13,0.0,1007.68,23,3,6,Rainy,Cloudy
42.22,53.41,10.53,10.88,1007.6,12,0,4,Sunny,Rainy
19.1,66.9,42.02,3.78,1017.18,15,5,10,Cloudy,Cloudy
7.52,75.79,42.96,0.15,1003.21,17,3,3,Rainy,Rainy
31.66,47.48,16.96,4.72,1000.61,13,5,5,Cloudy,Cloudy
9.91,87.88,87.19,0.26,977.51,11,2,10,Rainy,Rainy
16.86,94.86,75.06,0.0,997.79,4,5,8,Rainy,Rainy
31.56,32.49,20.43,0.0,1005.61,5,6,11,Sunny,Sunny
2.37,80.0,96.94,0.17,1004.82,17,3,1,Rainy,Rainy
11.14,59.97,40.4,0.0,1017.78,0,3,12,Cloudy,Cloudy
26.82,51.57,49.48,3.9,1018.26,14,6,3,Cloudy,Cloudy
22.01,71.79,46.25,0.0,1014.67,21,5,4,Cloudy,Cloudy
18.31,67.88,14.43,3.81,1017.96,13,6,11,Cloudy,Cloudy
15.15,47.64,48.71,0.0,1010.22,1,6,10,Cloudy,Cloudy
30.88,52.46,18.33,0.0,1022.02,19,6,9,Sunny,Cloudy
15.11,53.01,26.03,3.19,998.3,11,6,12,Cloudy,Sunny
28.94,51.44,20.18,6.38,1010.75,10,2,1,Sunny,Sunny
15.81,95.84,92.39,0.02,1001.52,8,1,3,Rainy,Cloudy
10.53,76.65,63.09,0.0,977.62,23,0,8,Rainy,Rainy
43.21,27.08,2.85,0.0,1011.19,0,6,7,Sunny,Sunny
21.44,84.72,92.32,0.0,999.16,12,4,7,Rainy,Cloudy
19.05,43.82,47.87,0.77,1014.25,9,4,11,Cloudy,Sunny
11.37,78.68,64.86,0.01,979.63,18,6,8,Rainy,Rainy
2.6,80.08,64.49,0.03,980.1,8,2,12,Rainy,Cloudy
3.94,94.47,50.24,0.41,997.56,14,4,1,Rainy,Sunny
23.54,11.15,14.97,5.27,1010.89,17,1,1,Sunny,Sunny
46.9,12.62,12.39,8.29,1024.94,14,0,5,Sunny,Sunny
41.63,38.52,15.78,0.0,1005.48,7,4,3,Sunny,Sunny
34.4,48.01,3.09,8.16,1006.42,16,6,9,Sunny,Sunny
34.85,41.79,16.73,5.56,1018.08,9,4,1,Sunny,Rainy
48.0,51.42,19.34,6.89,1016.42,11,1,6,Sunny,Sunny
50.0,10.03,15.44,2.74,1011.66,8,4,7,Sunny,Sunny
47.74,19.66,12.62,3.07,1017.71,9,5,4,Sunny,Sunny
20.52,97.62,66.2,0.78,985.98,12,3,5,Rainy,Rainy
38.52,39.07,9.6,2.0,1011.26,18,1,4,Sunny,Sunny
47.42,10.82,12.0,10.72,1023.2,12,4,4,Sunny,Sunny
16.55,81.03,47.21,0.0,1007.91,3,3,5,Rainy,Rainy
17.34,55.68,27.8,3.94,997.66,14,6,11,Cloudy,Cloudy
12.15,74.15,76.65,0.34,989.54,8,0,2,Rainy,Rainy
10.82,53.08,28.49,1.04,1011.12,17,2,12,Cloudy,Cloudy
31.99,74.7,25.7,3.81,1005.88,13,5,8,Cloudy,Sunny
47.99,26.27,17.38,6.53,1023.47,13,4,6,Sunny,Sunny
25.52,55.86,37.64,0.92,1002.49,18,3,4,Cloudy,Sunny
27.65,21.17,17.46,4.54,1017.41,17,3,11,Sunny,Sunny
-1.55,86.35,52.75,0.15,999.25,18,1,11,Rainy,Rainy
26.53,76.08,15.7,2.32,1015.79,11,1,10,Cloudy,Cloudy
18.43,89.3,93.83,0.0,997.8,5,3,8,Rainy,Cloudy
15.93,70.0,69.17,1.04,988.41,12,6,3,Rainy,Sunny
3.17,87.2,60.85,0.02,1004.61,12,4,11,Rainy,Cloudy
14.64,81.97,66.04,0.0,978.88,0,6,6,Rainy,Rainy
17.55,78.92,12.74,3.61,1018.01,15,1,11,Cloudy,Cloudy
25.61,62.98,23.57,3.34,1012.66,11,2,2,Cloudy,Cloudy
42.53,13.28,17.64,0.0,1022.28,23,0,5,Sunny,Sunny
38.46,16.62,2.21,0.0,1012.45,0,4,8,Sunny,Cloudy
33.81,43.91,14.67,1.43,1015.59,10,4,5,Cloudy,Rainy
23.17,51.91,28.2,4.25,1007.53,11,3,2,Cloudy,Cloudy
36.28,18.94,21.97,0.0,1013.68,23,5,9,Sunny,Rainy
18.9,49.43,16.98,0.0,1015.08,0,0,2,Cloudy,Cloudy
43.84,46.48,11.66,10.05,1018.14,15,6,5,Sunny,Cloudy
37.87,50.91,18.74,0.48,997.76,8,3,7,Cloudy,Cloudy
18.14,79.55,77.15,0.0,993.82,0,5,6,Rainy,Rainy
9.05,98.28,77.37,0.79,977.68,16,6,9,Rainy,Sunny
3.72,80.42,96.92,0.51,983.79,17,6,10,Rainy,Rainy
33.88,59.96,46.05,0.0,1014.69,0,1,7,Cloudy,Cloudy
48.14,17.71,18.67,9.94,1015.46,11,5,5,Sunny,Sunny
17.3,62.94,31.05,0.0,1001.88,3,6,1,Cloudy,Rainy
16.04,88.0,78.36,0.44,987.73,16,3,8,Rainy,Rainy
50.0,47.12,11.15,1.79,1015.21,8,3,7,Sunny,Cloudy
38.6,66.57,21.94,1.28,1017.41,10,2,6,Cloudy,Rainy
43.69,43.9,1.32,0.0,1013.06,0,2,5,Sunny,Sunny
31.53,42.66,18.49,9.06,1026.57,13,2,1,Sunny,Sunny
18.51,81.23,40.58,3.31,1005.13,10,1,12,Cloudy,Cloudy
38.88,48.31,19.3,0.0,1011.66,21,1,7,Sunny,Sunny
29.53,48.76,9.31,4.48,1006.25,13,5,4,Cloudy,Cloudy
7.45,68.01,63.96,0.74,991.43,10,3,11,Rainy,Rainy
33.01,25.36,5.03,1.67,1020.64,18,2,3,Sunny,Sunny
30.83,52.24,25.71,1.21,1016.45,17,4,6,Cloudy,Rainy
19.54,56.58,21.97,0.0,1001.93,20,0,9,Cloudy,Sunny
37.92,35.85,13.61,0.0,1019.18,0,0,3,Sunny,Cloudy
16.72,79.21,45.52,0.96,1013.37,18,4,10,Cloudy,Cloudy
9.87,78.18,49.36,0.0,1009.1,21,0,12,Cloudy,Cloudy
25.99,31.9,8.99,0.0,1007.45,21,5,10,Sunny,Sunny
34.59,38.38,14.85,0.0,1018.04,2,1,11,Sunny,Cloudy
7.7,76.43,67.34,0.0,995.81,7,3,1,Rainy,Rainy
21.76,58.97,49.87,3.15,1017.78,12,4,2,Cloudy,Cloudy
1.18,76.79,73.04,0.66,983.88,17,6,10,Rainy,Rainy
23.35,77.84,52.39,0.09,1001.54,8,5,6,Rainy,Rainy
36.57,55.82,49.99,0.0,999.25,7,6,5,Cloudy,Sunny
16.76,87.11,88.95,0.87,981.44,12,3,4,Rainy,Rainy
36.61,23.63,2.15,0.0,1021.11,23,5,8,Sunny,Sunny
4.6,75.37,99.27,0.16,1002.87,15,0,10,Rainy,Rainy
35.35,44.26,16.74,0.0,1015.44,0,2,10,Sunny,Sunny
13.65,86.2,85.39,0.0,978.64,23,1,7,Rainy,Sunny
23.47,27.18,2.91,0.0,1026.55,20,1,12,Sunny,Sunny
-3.61,76.62,99.67,0.21,989.68,18,2,1,Rainy,Rainy
1.99,88.52,70.4,0.51,993.46,16,5,11,Rainy,Rainy
28.01,29.55,10.2,3.38,1018.24,17,2,11,Sunny,Rainy
22.43,77.99,19.46,1.2,1004.26,8,0,1,Cloudy,Sunny
11.37,57.21,28.02,0.46,1005.11,18,0,12,Cloudy,Cloudy
20.89,71.82,38.0,0.0,1009.99,19,6,9,Cloudy,Cloudy
50.0,37.97,19.14,8.01,1005.98,10,2,7,Sunny,Rainy
27.16,74.05,25.88,0.83,1017.85,17,6,4,Cloudy,Sunny
17.48,68.4,44.92,1.74,1009.68,16,0,2,Cloudy,Cloudy
27.94,55.2,38.38,1.39,1010.96,17,1,8,Cloudy,Cloudy
46.96,27.92,16.23,8.8,1005.63,13,4,4,Sunny,Sunny
33.82,42.24,18.14,4.04,1019.76,9,4,11,Sunny,Cloudy
29.71,59.21,13.55,0.0,1011.7,5,2,4,Cloudy,Sunny
33.22,40.67,7.46,7.76,1019.29,15,3,10,Sunny,Sunny
31.49,39.59,18.07,4.91,1024.81,16,6,2,Sunny,Cloudy
40.88,35.44,13.28,0.0,1028.39,2,1,4,Sunny,Rainy
12.73,56.38,32.62,0.0,1018.61,19,2,10,Cloudy,Cloudy
43.53,44.23,14.55,7.71,1017.42,10,5,4,Sunny,Sunny
35.52,54.92,18.16,7.37,1027.1,13,2,9,Sunny,Cloudy
2.12,78.5,94.0,0.71,977.25,12,5,12,Rainy,Sunny
23.0,60.54,38.83,3.21,1005.02,11,1,1,Cloudy,Cloudy
33.13,28.88,12.21,6.6,1027.7,12,0,12,Sunny,Sunny
36.79,45.66,4.88,1.45,1017.58,8,6,12,Sunny,Rainy
12.66,76.04,83.8,0.0,1004.15,23,6,8,Rainy,Sunny
38.5,15.76,0.44,10.09,1020.96,12,6,9,Sunny,Cloudy
24.82,46.34,17.03,4.7,1012.45,17,3,12,Sunny,Sunny
50.0,18.88,20.92,10.21,1018.46,11,4,6,Sunny,Cloudy
1.96,70.11,97.94,0.25,982.94,17,6,1,Rainy,Cloudy
44.99,22.61,2.91,4.89,1028.33,11,4,4,Sunny,Sunny
16.41,85.92,96.74,0.06,991.23,18,5,7,Rainy,Cloudy
5.02,75.88,94.22,0.08,1001.4,18,3,2,Rainy,Sunny
21.74,75.89,16.5,0.0,1013.71,23,0,3,Cloudy,Cloudy
23.11,47.41,46.58,1.99,1014.52,10,2,10,Cloudy,Cloudy
11.15,88.57,89.09,0.77,976.88,11,6,10,Rainy,Rainy
17.4,69.15,51.72,0.23,1003.71,8,4,9,Rainy,Rainy
35.02,12.09,0.35,0.0,1016.93,22,2,8,Sunny,Sunny
6.77,86.77,75.91,0.0,994.96,2,6,2,Rainy,Rainy
0.84,69.3,68.81,0.16,990.46,18,2,1,Rainy,Cloudy
34.32,52.8,1.2,7.62,1012.28,15,3,2,Sunny,Sunny
17.54,88.0,59.07,0.8,991.73,10,4,8,Rainy,Sunny
48.46,13.8,3.77,5.17,1026.57,10,2,4,Sunny,Sunny
2.9,86.03,91.85,0.0,990.46,19,0,9,Rainy,Rainy
25.98,28.31,6.8,0.0,1014.55,0,1,1,Sunny,Sunny
29.42,25.37,6.8,7.97,1023.17,16,1,2,Sunny,Sunny
13.6,92.79,44.58,0.09,997.54,10,4,11,Rainy,Rainy
27.61,96.45,61.71,0.0,999.85,7,4,5,Rainy,Cloudy
25.03,14.14,5.27,3.03,1007.5,17,0,11,Sunny,Cloudy
24.83,68.5,53.14,0.52,988.97,9,6,5,Rainy,Rainy
-3.14,88.3,89.17,0.65,998.37,15,4,11,Rainy,Sunny
18.77,52.16,46.04,2.1,1001.88,13,6,12,Cloudy,Cloudy
43.82,47.56,0.73,2.25,1011.71,18,6,5,Sunny,Sunny
18.71,70.71,46.88,2.73,1001.92,13,1,1,Cloudy,Cloudy
7.21,88.01,54.52,0.0,979.57,0,4,3,Rainy,Rainy
1.98,78.11,52.88,0.67,1008.61,17,2,2,Rainy,Rainy
48.1,21.03,5.61,0.0,1007.37,5,2,6,Sunny,Sunny
26.07,66.79,45.63,2.44,1016.28,16,6,4,Cloudy,Rainy
36.38,36.71,15.74,0.0,1010.75,1,4,3,Sunny,Cloudy
23.04,67.68,14.57,2.54,1016.94,13,1,9,Cloudy,Cloudy
26.57,51.32,49.6,1.82,998.5,9,5,2,Cloudy,Cloudy
36.0,42.32,34.47,0.0,1018.68,4,5,7,Cloudy,Cloudy
11.63,70.01,64.74,0.0,983.66,0,3,8,Rainy,Sunny
0.28,81.94,94.18,0.63,989.02,17,0,1,Rainy,Cloudy
25.1,67.09,18.18,0.0,1005.62,20,6,5,Cloudy,Rainy
3.78,80.87,92.56,0.0,1003.11,20,0,10,Rainy,Sunny
34.13,23.8,8.93,0.0,1005.54,3,5,10,Sunny,Cloudy
48.89,27.86,14.11,0.0,1012.33,7,1,6,Sunny,Sunny
37.12,45.7,42.72,1.0,1018.68,8,0,7,Cloudy,Sunny
31.03,42.81,19.12,0.81,1001.13,8,1,4,Cloudy,Cloudy
43.66,43.28,18.05,1.42,1006.04,8,5,4,Sunny,Sunny
43.43,24.06,21.04,8.38,1008.72,10,0,9,Sunny,Rainy
35.54,53.26,13.94,7.92,1021.1,14,2,9,Sunny,Cloudy
17.37,85.32,94.12,0.11,981.15,12,2,8,Rainy,Rainy
24.71,37.74,1.44,1.99,1012.38,18,1,1,Sunny,Sunny
36.69,28.2,17.96,2.04,1010.46,18,2,4,Sunny,Rainy
46.94,38.0,13.32,5.35,1006.95,10,1,7,Sunny,Cloudy
22.44,44.12,49.57,1.86,1013.96,11,4,1,Cloudy,Rainy
27.88,45.97,21.02,0.98,1017.11,17,0,5,Cloudy,Rainy
26.2,39.01,18.82,6.83,1019.49,14,3,11,Sunny,Cloudy
27.4,80.49,33.32,0.0,1003.98,3,0,8,Cloudy,Sunny
19.63,89.82,59.96,0.28,998.14,8,1,3,Rainy,Cloudy
40.01,12.77,4.81,2.85,1027.33,18,0,4,Sunny,Sunny
50.0,31.88,18.65,8.2,1010.36,10,2,6,Sunny,Sunny
27.36,69.58,24.57,0.0,1009.06,21,5,7,Cloudy,Cloudy
28.03,17.62,4.36,0.0,1007.75,0,4,11,Sunny,Cloudy
34.0,66.75,45.48,3.15,1013.48,11,4,5,Cloudy,Sunny
43.67,45.36,10.43,0.0,1026.84,7,5,3,Sunny,Rainy
16.52,68.19,25.83,3.3,1016.45,16,0,1,Cloudy,Cloudy
31.34,27.97,8.82,2.9,1015.13,18,6,3,Sunny,Sunny
28.88,68.7,14.33,2.35,1019.62,16,3,6,Cloudy,Rainy
-2.88,96.9,44.84,0.0,994.27,22,2,11,Rainy,Rainy
15.9,74.82,93.8,0.28,997.89,8,0,9,Rainy,Cloudy
16.87,87.83,95.13,0.59,992.22,11,1,8,Rainy,Rainy
8.53,80.39,57.26,0.0,998.93,3,4,3,Rainy,Rainy
20.92,58.27,17.23,1.23,1001.83,18,4,8,Cloudy,Sunny
13.6,70.3,21.43,0.0,1017.26,1,3,1,Cloudy,Cloudy
26.25,57.92,42.2,4.7,1011.69,12,5,10,Cloudy,Cloudy
48.91,45.05,17.07,4.98,1017.28,10,0,7,Sunny,Sunny
10.87,64.73,38.85,0.0,1002.78,0,1,12,Cloudy,Cloudy
6.66,75.31,83.61,0.18,985.75,18,5,9,Rainy,Rainy
34.41,62.26,39.45,4.01,1004.69,11,5,4,Cloudy,Cloudy
10.45,88.86,85.3,0.11,998.26,15,5,9,Rainy,Sunny
36.77,24.36,12.27,5.3,1005.45,11,6,2,Sunny,Sunny
35.14,24.21,7.52,1.55,1014.93,8,1,11,Sunny,Sunny
22.19,92.81,83.87,1.24,992.42,14,5,6,Rainy,Rainy
16.89,97.62,41.34,0.0,999.18,7,0,9,Rainy,Sunny
36.32,52.9,15.26,0.0,1019.64,21,3,8,Sunny,Sunny
12.78,89.94,93.35,0.14,981.19,8,6,3,Rainy,Rainy
16.56,73.06,66.03,0.14,988.24,13,2,4,Rainy,Rainy
35.6,55.47,16.09,1.13,999.97,9,4,4,Cloudy,Cloudy
7.18,98.19,65.59,1.04,1007.39,12,0,11,Rainy,Rainy
8.51,69.66,89.65,0.06,985.22,8,3,1,Rainy,Sunny
24.97,72.37,28.21,2.32,998.02,9,2,10,Cloudy,Rainy
22.77,69.94,36.22,0.0,1014.56,19,5,4,Cloudy,Cloudy
31.78,59.64,40.14,0.0,1012.96,2,6,5,Cloudy,Cloudy
29.7,62.49,9.92,1.02,1001.5,17,0,6,Cloudy,Cloudy
23.4,55.21,19.62,1.0,1005.54,8,1,10,Cloudy,Cloudy
19.26,63.04,33.54,3.15,1010.87,12,1,10,Cloudy,Sunny
50.0,51.74,0.03,1.39,1028.48,8,0,5,Sunny,Sunny
34.15,29.81,6.2,4.23,1024.11,10,5,12,Sunny,Sunny
9.77,80.85,62.47,0.29,991.66,9,0,1,Rainy,Sunny
24.37,70.36,73.29,0.0,1000.6,4,4,5,Rainy,Rainy
34.64,17.78,9.24,3.52,1016.29,9,3,1,Sunny,Sunny
16.89,45.12,47.0,0.0,1011.09,0,4,10,Cloudy,Cloudy
13.12,80.38,97.86,1.14,981.45,12,5,3,Rainy,Rainy
29.99,76.78,34.03,1.77,1006.68,15,3,7,Cloudy,Sunny
23.45,75.14,21.66,2.1,999.28,17,0,4,Cloudy,Sunny
33.53,32.84,2.58,0.0,1014.76,7,1,12,Sunny,Cloudy
14.82,46.96,24.72,0.0,998.76,21,0,10,Cloudy,Sunny
10.4,69.49,59.5,0.0,985.37,21,0,8,Rainy,Sunny
-2.57,75.96,69.84,0.0,998.57,22,1,1,Rainy,Rainy
20.35,78.7,58.2,0.45,990.48,13,5,5,Rainy,Rainy
38.79,16.74,20.81,2.84,1017.69,8,6,1,Sunny,Cloudy
43.77,35.6,5.66,3.74,1016.01,17,1,6,Sunny,Sunny
13.04,68.97,48.65,1.92,1013.78,17,0,10,Cloudy,Cloudy
29.31,55.15,28.8,0.0,1008.96,1,4,5,Cloudy,Cloudy
43.82,47.36,5.57,0.0,1019.09,7,1,3,Sunny,Sunny
28.92,68.22,16.0,2.15,1011.47,15,0,4,Cloudy,Rainy
9.09,73.27,94.13,0.0,1000.28,19,2,3,Rainy,Cloudy
45.1,32.91,12.25,10.85,1027.09,13,5,7,Sunny,Sunny
40.05,51.7,0.7,2.25,1024.33,8,2,3,Sunny,Sunny
31.99,14.69,15.96,0.0,1010.93,1,6,9,Sunny,Sunny
14.84,64.54,15.14,2.48,997.91,13,3,11,Cloudy,Cloudy
46.68,29.78,6.65,8.78,1006.68,12,1,7,Sunny,Sunny
12.4,60.8,47.06,1.09,999.2,16,5,12,Cloudy,Cloudy
6.56,86.32,86.16,1.29,1008.92,11,4,1,Rainy,Sunny
50.0,30.26,7.08,4.65,1006.93,9,3,8,Sunny,Sunny
26.94,22.89,21.39,1.46,1018.96,18,4,11,Sunny,Sunny
12.15,77.43,84.66,0.2,975.88,13,0,3,Rainy,Rainy
13.44,75.99,78.02,0.52,977.83,14,5,9,Rainy,Rainy
18.72,69.49,31.6,1.58,1000.18,17,6,3,Cloudy,Cloudy
-0.4,91.55,45.38,0.0,982.79,1,3,12,Rainy,Rainy
26.68,71.71,94.52,0.55,988.5,13,3,5,Rainy,Rainy
26.24,77.93,45.84,0.99,1017.56,18,3,8,Cloudy,Cloudy
30.52,52.69,12.45,0.0,1008.41,23,0,7,Cloudy,Rainy
43.11,50.37,8.4,8.43,1012.83,11,2,4,Sunny,Cloudy
28.63,69.38,27.15,3.54,1001.41,14,3,4,Cloudy,Rainy
21.48,60.74,22.4,1.59,1014.86,12,1,10,Cloudy,Cloudy
23.12,94.17,85.0,1.26,1007.51,12,6,6,Rainy,Cloudy
14.0,68.42,96.72,0.37,982.4,18,1,5,Rainy,Rainy
30.27,27.91,12.87,0.0,1024.29,19,5,10,Sunny,Sunny
21.04,66.61,39.27,2.28,998.83,16,0,8,Cloudy,Cloudy
12.17,72.96,43.7,0.86,1018.84,18,6,12,Cloudy,Cloudy
13.61,44.05,48.52,1.27,1013.55,16,6,11,Cloudy,Cloudy
42.57,79.5,14.64,1.97,998.64,9,1,6,Cloudy,Cloudy
46.45,43.27,15.67,0.0,1006.99,4,1,5,Sunny,Cloudy
4.47,95.39,98.26,0.28,1004.27,8,4,11,Rainy,Sunny
34.82,20.95,2.19,0.0,1025.43,7,6,2,Sunny,Sunny
11.59,69.97,91.56,0.99,1003.88,14,0,3,Rainy,Rainy
44.58,51.48,9.92,2.96,1014.3,9,5,8,Sunny,Sunny
29.9,47.69,47.66,1.62,999.87,16,2,6,Cloudy,Sunny
21.11,82.27,85.65,0.73,992.6,12,4,4,Rainy,Cloudy
16.26,63.9,39.41,0.0,1010.46,1,6,10,Cloudy,Sunny
23.71,47.87,5.63,8.47,1020.56,15,1,11,Sunny,Sunny
31.81,78.13,22.96,1.24,1019.92,10,3,9,Cloudy,Cloudy
46.05,21.15,8.99,3.77,1017.89,9,4,7,Sunny,Cloudy
46.6,14.8,12.1,0.0,1019.79,7,0,4,Sunny,Sunny
14.3,77.98,70.11,0.0,991.92,19,1,7,Rainy,Sunny
30.41,18.95,12.63,8.47,1015.2,13,5,10,Sunny,Cloudy
28.97,19.59,14.53,7.24,1013.35,15,0,12,Sunny,Cloudy
15.76,46.81,37.57,1.48,1010.34,16,2,10,Cloudy,Cloudy
9.01,94.4,97.13,0.28,999.49,16,3,3,Rainy,Rainy
47.57,22.54,12.72,5.47,1018.07,10,2,4,Sunny,Sunny
31.79,67.32,9.98,1.43,1001.41,11,4,4,Cloudy,Cloudy
26.85,73.22,35.46,4.03,1012.01,12,4,3,Cloudy,Cloudy
17.19,53.34,47.78,3.61,1005.94,14,4,1,Cloudy,Cloudy
36.54,43.19,12.46,11.55,1021.69,13,3,2,Sunny,Sunny
50.0,32.04,13.53,0.0,1025.72,7,6,6,Sunny,Cloudy
11.32,78.69,68.99,0.17,992.37,8,0,1,Rainy,Rainy
8.31,92.89,48.1,0.23,979.01,18,1,9,Rainy,Rainy
6.41,98.65,46.52,0.96,986.05,16,3,1,Rainy,Cloudy
27.47,60.48,41.23,1.72,1014.75,17,5,8,Cloudy,Cloudy
30.88,80.51,25.81,1.47,1009.96,17,1,6,Cloudy,Sunny
26.29,44.81,22.7,0.52,999.12,18,5,5,Cloudy,Cloudy
29.04,65.32,9.69,1.68,1013.39,11,1,4,Cloudy,Cloudy
-2.45,87.13,42.41,0.2,1008.56,18,2,12,Rainy,Rainy
-2.05,95.53,51.67,0.0,986.65,21,0,1,Rainy,Rainy
0.95,71.55,95.64,0.2,998.03,16,4,1,Rainy,Rainy
13.51,75.64,58.9,0.0,980.7,0,0,8,Rainy,Rainy
50.0,32.22,18.98,0.0,1021.39,5,1,7,Sunny,Sunny
35.92,63.71,19.03,3.19,1018.49,11,2,5,Cloudy,Cloudy
46.26,17.77,8.09,0.0,1009.05,7,1,9,Sunny,Sunny
26.96,48.89,10.61,1.07,1006.84,16,5,5,Cloudy,Cloudy
32.65,23.46,9.95,5.06,1008.19,17,3,9,Sunny,Rainy
25.54,65.79,26.18,4.2,1004.98,11,0,9,Cloudy,Cloudy
9.1,74.83,54.53,1.33,993.99,12,4,10,Rainy,Rainy
39.69,45.07,16.74,4.13,1011.16,10,1,10,Sunny,Rainy
28.81,76.92,19.98,1.05,1001.22,8,6,3,Cloudy,Rainy
27.86,69.32,39.76,4.59,1001.47,12,2,4,Cloudy,Rainy
12.44,77.92,97.66,0.0,979.87,19,4,8,Rainy,Rainy
3.97,76.27,57.44,0.6,990.85,12,4,12,Rainy,Sunny
13.04,49.39,11.4,1.21,1010.33,17,2,2,Cloudy,Cloudy
38.11,47.75,18.46,8.93,1023.16,13,4,3,Sunny,Rainy
35.3,22.81,14.55,8.08,1007.81,10,2,2,Sunny,Sunny
15.08,50.04,25.97,0.0,1003.99,19,3,9,Cloudy,Cloudy
38.21,34.08,15.7,6.03,1014.91,14,2,3,Sunny,Sunny
34.24,44.73,17.17,2.92,1018.81,13,4,5,Cloudy,Cloudy
18.23,66.85,24.75,2.35,1013.53,16,1,1,Cloudy,Cloudy
16.84,64.11,25.14,3.12,1014.42,13,3,12,Cloudy,Rainy
11.99,98.42,55.56,1.03,977.55,15,1,8,Rainy,Rainy
36.11,22.2,17.49,9.49,1010.73,13,4,2,Sunny,Sunny
37.92,28.3,2.35,0.0,1029.95,7,6,1,Sunny,Sunny
36.58,13.02,11.06,0.0,1017.49,4,2,3,Sunny,Rainy
10.74,87.81,92.53,0.13,996.05,16,5,8,Rainy,Rainy
11.15,47.62,43.37,0.89,999.46,18,5,1,Cloudy,Cloudy
2.85,68.81,60.88,0.28,986.44,14,2,11,Rainy,Rainy
27.31,41.52,1.95,10.12,1020.53,14,4,11,Sunny,Rainy
19.22,96.28,86.32,0.95,975.6,10,6,5,Rainy,Rainy
7.62,68.41,58.16,0.13,1007.85,10,6,10,Rainy,Cloudy
9.56,88.22,40.24,0.19,1000.47,18,4,3,Rainy,Rainy
30.83,30.79,3.27,9.18,1023.1,15,4,2,Sunny,Sunny
37.56,36.07,8.23,6.3,1009.15,16,3,4,Sunny,Sunny
27.1,48.39,46.39,2.28,1006.9,17,4,8,Cloudy,Rainy
12.36,87.37,78.56,1.14,993.46,11,5,10,Rainy,Rainy
11.17,62.61,43.18,0.0,999.45,20,0,11,Cloudy,Sunny
32.28,15.83,14.87,7.69,1026.11,11,5,12,Sunny,Sunny
50.0,40.53,19.56,0.0,1016.23,5,0,6,Sunny,Rainy
39.51,77.5,33.66,2.09,1018.67,9,0,7,Cloudy,Cloudy
32.63,35.77,4.0,0.0,1011.41,5,4,1,Sunny,Sunny
27.58,80.9,33.79,1.12,1015.4,16,5,8,Cloudy,Cloudy
5.95,78.13,52.99,0.68,993.79,16,0,3,Rainy,Sunny
31.04,57.72,46.37,0.0,1019.11,7,1,8,Cloudy,Sunny
28.19,54.39,49.54,0.0,1007.15,3,3,4,Cloudy,Rainy
16.51,45.36,39.59,3.76,997.98,11,2,1,Cloudy,Rainy
33.24,60.6,40.84,3.48,1009.54,13,0,8,Cloudy,Cloudy
21.23,95.6,74.07,1.07,992.37,12,6,5,Rainy,Rainy
35.02,19.75,19.89,2.74,1024.78,8,3,10,Sunny,Sunny
40.04,40.15,14.15,0.0,1027.57,1,2,8,Sunny,Sunny
9.19,82.87,96.63,0.02,1003.54,9,4,10,Rainy,Rainy
25.07,75.94,35.91,0.0,1019.01,21,6,5,Cloudy,Cloudy
20.26,80.37,42.08,2.31,1018.64,17,5,9,Cloudy,Rainy
14.43,93.3,48.06,0.05,995.14,17,5,8,Rainy,Rainy
30.3,20.62,1.14,4.02,1029.91,10,3,12,Sunny,Cloudy
30.35,13.47,16.58,7.83,1027.74,15,2,1,Sunny,Sunny
6.5,68.2,77.01,0.0,1001.56,20,0,4,Rainy,Cloudy
44.94,34.86,0.89,4.75,1023.81,9,0,4,Sunny,Rainy
15.49,71.61,26.77,2.87,1012.16,14,0,11,Cloudy,Sunny
22.65,80.4,25.99,0.0,1004.27,19,6,6,Cloudy,Cloudy
20.29,66.58,13.03,2.48,1008.47,17,2,2,Cloudy,Rainy
